question_id,epoch,prob_correct,is_correct
middle2385.txt_q3,4.0,0.9925587177276611,1
high12318.txt_q2,4.0,0.9527654051780701,1
middle30.txt_q4,4.0,1.0,1
high22155.txt_q2,4.0,0.9823023676872253,1
high13083.txt_q2,4.0,0.9945114850997925,1
high3976.txt_q3,4.0,0.9999995231628418,1
middle4427.txt_q1,4.0,1.0,1
high9681.txt_q1,4.0,0.999997615814209,1
middle1100.txt_q4,4.0,0.9976038336753845,1
middle7327.txt_q1,4.0,0.6125377416610718,1
middle2279.txt_q0,4.0,0.9999994039535522,1
high22478.txt_q0,4.0,0.9999538660049438,1
high2173.txt_q2,4.0,0.9995414018630981,1
high570.txt_q2,4.0,0.9665301442146301,1
high22775.txt_q0,4.0,0.9917953610420227,1
high21138.txt_q2,4.0,0.9979774355888367,1
high16328.txt_q3,4.0,0.9999985694885254,1
high17620.txt_q0,4.0,0.9987391829490662,1
middle5767.txt_q3,4.0,0.9999827146530151,1
high1383.txt_q0,4.0,0.995867133140564,1
middle2649.txt_q2,4.0,0.9999997615814209,1
high24052.txt_q0,4.0,0.2560872733592987,0
middle7035.txt_q1,4.0,0.8576875329017639,1
middle1313.txt_q3,4.0,0.9994848966598511,1
middle2772.txt_q3,4.0,0.7267504930496216,1
high20105.txt_q3,4.0,1.0,1
high10462.txt_q0,4.0,0.9988834261894226,1
high20874.txt_q0,4.0,0.9999728202819824,1
high6196.txt_q1,4.0,0.6541194319725037,1
middle5078.txt_q1,4.0,1.0,1
middle4691.txt_q0,4.0,0.9953663349151611,1
high804.txt_q2,4.0,0.9669904112815857,1
high11596.txt_q1,4.0,0.9999988079071045,1
high18841.txt_q1,4.0,0.5311623215675354,1
high12590.txt_q1,4.0,0.9999089241027832,1
middle7371.txt_q2,4.0,0.9759986400604248,1
high18188.txt_q2,4.0,0.999996542930603,1
high555.txt_q1,4.0,0.9999980926513672,1
high5995.txt_q0,4.0,0.9999881982803345,1
high686.txt_q2,4.0,0.9975563287734985,1
middle5829.txt_q3,4.0,0.9995386600494385,1
high6991.txt_q1,4.0,0.7659916281700134,1
high11123.txt_q3,4.0,0.9999949932098389,1
high16047.txt_q0,4.0,0.9990070462226868,1
middle7490.txt_q1,4.0,0.9490051865577698,1
high14343.txt_q0,4.0,0.9999959468841553,1
high1940.txt_q1,4.0,0.999976634979248,1
high16722.txt_q3,4.0,1.0,1
high6256.txt_q1,4.0,0.9771239161491394,1
middle6074.txt_q0,4.0,0.9194534420967102,1
high696.txt_q2,4.0,1.0,1
high5936.txt_q2,4.0,0.9417312741279602,1
middle7474.txt_q4,4.0,0.9838864207267761,1
high2656.txt_q1,4.0,0.9905401468276978,1
high23900.txt_q1,4.0,1.0,1
high17096.txt_q2,4.0,0.9926387071609497,1
middle5565.txt_q1,4.0,0.9999247789382935,1
high20347.txt_q0,4.0,0.999721348285675,1
